2023-10-04 08:39:45,404 INFO     Building assets from: soccertwos-stage2
2023-10-04 08:51:52,732 INFO     Iteration 89 finished in 6.840997219085693s, # of env_steps trained 18590
2023-10-04 08:51:52,742 INFO     Training iteration 90
2023-10-04 08:51:59,595 INFO     Iteration 90 finished in 6.851011514663696s, # of env_steps trained 18800
2023-10-04 08:51:59,607 INFO     Training iteration 91
2023-10-04 08:52:06,540 INFO     Iteration 91 finished in 6.931996822357178s, # of env_steps trained 19010
2023-10-04 08:52:06,551 INFO     Training iteration 92
2023-10-04 08:52:13,508 INFO     Iteration 92 finished in 6.955999374389648s, # of env_steps trained 19220
2023-10-04 08:52:13,519 INFO     Training iteration 93
2023-10-04 08:52:20,433 INFO     Iteration 93 finished in 6.913000106811523s, # of env_steps trained 19430
2023-10-04 08:52:20,455 INFO     Training iteration 94
2023-10-04 08:52:27,414 INFO     Iteration 94 finished in 6.958000421524048s, # of env_steps trained 19640
2023-10-04 08:52:27,428 INFO     Training iteration 95
2023-10-04 08:52:34,395 INFO     Iteration 95 finished in 6.966000556945801s, # of env_steps trained 19850
2023-10-04 08:52:34,406 INFO     Training iteration 96
2023-10-04 08:52:41,390 INFO     Iteration 96 finished in 6.983002424240112s, # of env_steps trained 20060
2023-10-04 08:52:41,400 INFO     Training iteration 97
2023-10-04 08:52:48,383 INFO     Iteration 97 finished in 6.9820005893707275s, # of env_steps trained 20270
2023-10-04 08:52:48,395 INFO     Training iteration 98
2023-10-04 08:52:55,380 INFO     Iteration 98 finished in 6.983999490737915s, # of env_steps trained 20480
2023-10-04 08:52:55,390 INFO     Training iteration 99
2023-10-04 08:53:02,385 INFO     Iteration 99 finished in 6.993999481201172s, # of env_steps trained 20690
2023-10-04 08:53:02,395 INFO     Training iteration 100
2023-10-04 08:53:09,265 INFO     Iteration 100 finished in 6.868999719619751s, # of env_steps trained 20900
2023-10-04 08:53:09,274 INFO     Training iteration 101
2023-10-04 08:53:16,175 INFO     Iteration 101 finished in 6.899997711181641s, # of env_steps trained 21110
2023-10-04 08:53:16,184 INFO     Training iteration 102
2023-10-04 08:53:23,125 INFO     Iteration 102 finished in 6.93999981880188s, # of env_steps trained 21320
2023-10-04 08:53:23,139 INFO     Training iteration 103
2023-10-04 08:53:30,295 INFO     Iteration 103 finished in 7.154997825622559s, # of env_steps trained 21530
2023-10-04 08:53:30,305 INFO     Training iteration 104
2023-10-04 08:53:37,236 INFO     Iteration 104 finished in 6.928984642028809s, # of env_steps trained 21750
2023-10-04 08:53:37,247 INFO     Training iteration 105
2023-10-04 08:53:44,166 INFO     Iteration 105 finished in 6.9169957637786865s, # of env_steps trained 21960
2023-10-04 08:53:44,178 INFO     Training iteration 106
2023-10-04 08:53:51,126 INFO     Iteration 106 finished in 6.946998357772827s, # of env_steps trained 22170
2023-10-04 08:53:51,135 INFO     Training iteration 107
2023-10-04 08:53:57,660 INFO     Iteration 107 finished in 6.52499794960022s, # of env_steps trained 22370
2023-10-04 08:53:57,670 INFO     Training iteration 108
2023-10-04 08:54:04,521 INFO     Iteration 108 finished in 6.848998069763184s, # of env_steps trained 22570
2023-10-04 08:54:04,533 INFO     Training iteration 109
2023-10-04 08:54:11,456 INFO     Iteration 109 finished in 6.92199969291687s, # of env_steps trained 22780
2023-10-04 08:54:11,466 INFO     Training iteration 110
2023-10-04 08:54:18,389 INFO     Iteration 110 finished in 6.921990394592285s, # of env_steps trained 22990
2023-10-04 08:54:18,402 INFO     Training iteration 111
2023-10-04 08:54:25,343 INFO     Iteration 111 finished in 6.939999341964722s, # of env_steps trained 23200
2023-10-04 08:54:25,354 INFO     Training iteration 112
2023-10-04 08:54:32,285 INFO     Iteration 112 finished in 6.928998947143555s, # of env_steps trained 23410
2023-10-04 08:54:32,296 INFO     Training iteration 113
2023-10-04 08:54:39,207 INFO     Iteration 113 finished in 6.9100000858306885s, # of env_steps trained 23620
2023-10-04 08:54:39,220 INFO     Training iteration 114
2023-10-04 08:54:45,761 INFO     Iteration 114 finished in 6.539996147155762s, # of env_steps trained 23810
2023-10-04 08:54:45,773 INFO     Training iteration 115
2023-10-04 08:54:52,623 INFO     Iteration 115 finished in 6.848001718521118s, # of env_steps trained 24020
2023-10-04 08:54:52,635 INFO     Training iteration 116
2023-10-04 08:54:59,411 INFO     Iteration 116 finished in 6.775522470474243s, # of env_steps trained 24230
2023-10-04 08:54:59,423 INFO     Training iteration 117
2023-10-04 08:55:06,314 INFO     Iteration 117 finished in 6.889997243881226s, # of env_steps trained 24440
2023-10-04 08:55:06,324 INFO     Training iteration 118
2023-10-04 08:55:13,236 INFO     Iteration 118 finished in 6.9109978675842285s, # of env_steps trained 24650
2023-10-04 08:55:13,248 INFO     Training iteration 119
2023-10-04 08:55:20,131 INFO     Iteration 119 finished in 6.882017135620117s, # of env_steps trained 24860
2023-10-04 08:55:20,143 INFO     Training iteration 120
2023-10-04 08:55:27,075 INFO     Iteration 120 finished in 6.930581331253052s, # of env_steps trained 25070
2023-10-04 08:55:27,089 INFO     Training iteration 121
2023-10-04 08:55:34,021 INFO     Iteration 121 finished in 6.930014610290527s, # of env_steps trained 25280
2023-10-04 08:55:34,031 INFO     Training iteration 122
2023-10-04 08:55:40,957 INFO     Iteration 122 finished in 6.925037860870361s, # of env_steps trained 25490
2023-10-04 08:55:40,966 INFO     Training iteration 123
2023-10-04 08:55:47,926 INFO     Iteration 123 finished in 6.959023714065552s, # of env_steps trained 25700
2023-10-04 08:55:47,938 INFO     Training iteration 124
2023-10-04 08:55:54,895 INFO     Iteration 124 finished in 6.954998254776001s, # of env_steps trained 25910
2023-10-04 08:55:54,907 INFO     Training iteration 125
2023-10-04 08:56:01,873 INFO     Iteration 125 finished in 6.964991807937622s, # of env_steps trained 26120
2023-10-04 08:56:01,886 INFO     Training iteration 126
2023-10-04 08:56:08,839 INFO     Iteration 126 finished in 6.952998399734497s, # of env_steps trained 26330
2023-10-04 08:56:08,849 INFO     Training iteration 127
2023-10-04 08:56:15,815 INFO     Iteration 127 finished in 6.964012145996094s, # of env_steps trained 26540
2023-10-04 08:56:15,827 INFO     Training iteration 128
2023-10-04 08:56:22,718 INFO     Iteration 128 finished in 6.890145778656006s, # of env_steps trained 26750
2023-10-04 08:56:22,730 INFO     Training iteration 129
2023-10-04 08:56:29,676 INFO     Iteration 129 finished in 6.945000171661377s, # of env_steps trained 26960
2023-10-04 08:56:29,688 INFO     Training iteration 130
2023-10-04 08:56:36,632 INFO     Iteration 130 finished in 6.9419896602630615s, # of env_steps trained 27170
2023-10-04 08:56:36,644 INFO     Training iteration 131
2023-10-04 08:56:43,610 INFO     Iteration 131 finished in 6.964999198913574s, # of env_steps trained 27380
2023-10-04 08:56:43,623 INFO     Training iteration 132
2023-10-04 08:56:50,629 INFO     Iteration 132 finished in 7.005000114440918s, # of env_steps trained 27590
2023-10-04 08:56:50,643 INFO     Training iteration 133
2023-10-04 08:56:57,620 INFO     Iteration 133 finished in 6.975994110107422s, # of env_steps trained 27800
2023-10-04 08:56:57,630 INFO     Training iteration 134
2023-10-04 08:57:04,609 INFO     Iteration 134 finished in 6.978001832962036s, # of env_steps trained 28010
2023-10-04 08:57:04,621 INFO     Training iteration 135
2023-10-04 08:57:11,557 INFO     Iteration 135 finished in 6.935998916625977s, # of env_steps trained 28220
2023-10-04 08:57:11,568 INFO     Training iteration 136
2023-10-04 08:57:18,478 INFO     Iteration 136 finished in 6.908512830734253s, # of env_steps trained 28430
2023-10-04 08:57:18,488 INFO     Training iteration 137
2023-10-04 08:57:25,441 INFO     Iteration 137 finished in 6.950999975204468s, # of env_steps trained 28640
2023-10-04 08:57:25,455 INFO     Training iteration 138
2023-10-04 08:57:32,413 INFO     Iteration 138 finished in 6.95700216293335s, # of env_steps trained 28850
2023-10-04 08:57:32,423 INFO     Training iteration 139
2023-10-04 08:57:39,407 INFO     Iteration 139 finished in 6.98199987411499s, # of env_steps trained 29060
2023-10-04 08:57:39,417 INFO     Training iteration 140
2023-10-04 08:57:46,395 INFO     Iteration 140 finished in 6.976999282836914s, # of env_steps trained 29270
2023-10-04 08:57:46,407 INFO     Training iteration 141
2023-10-04 08:57:53,407 INFO     Iteration 141 finished in 6.999001502990723s, # of env_steps trained 29480
2023-10-04 08:57:53,421 INFO     Training iteration 142
2023-10-04 08:58:00,399 INFO     Iteration 142 finished in 6.976987600326538s, # of env_steps trained 29690
2023-10-04 08:58:00,414 INFO     Training iteration 143
2023-10-04 08:58:07,403 INFO     Iteration 143 finished in 6.986997604370117s, # of env_steps trained 29900
2023-10-04 08:58:07,415 INFO     Training iteration 144
2023-10-04 08:58:14,401 INFO     Iteration 144 finished in 6.983997821807861s, # of env_steps trained 30110
2023-10-04 08:58:14,413 INFO     Training iteration 145
2023-10-04 08:58:21,399 INFO     Iteration 145 finished in 6.98499321937561s, # of env_steps trained 30320
2023-10-04 08:58:21,411 INFO     Training iteration 146
2023-10-04 08:58:28,399 INFO     Iteration 146 finished in 6.984998941421509s, # of env_steps trained 30530
2023-10-04 08:58:28,412 INFO     Training iteration 147
2023-10-04 08:58:35,402 INFO     Iteration 147 finished in 6.9889976978302s, # of env_steps trained 30740
2023-10-04 08:58:35,413 INFO     Training iteration 148
2023-10-04 08:58:42,407 INFO     Iteration 148 finished in 6.992998123168945s, # of env_steps trained 30950
2023-10-04 08:58:42,420 INFO     Training iteration 149
2023-10-04 08:58:49,408 INFO     Iteration 149 finished in 6.987000465393066s, # of env_steps trained 31160
2023-10-04 08:58:49,418 INFO     Training iteration 150
2023-10-04 08:58:56,358 INFO     Iteration 150 finished in 6.938528776168823s, # of env_steps trained 31370
2023-10-04 08:58:56,368 INFO     Training iteration 151
2023-10-04 08:59:03,228 INFO     Iteration 151 finished in 6.858001947402954s, # of env_steps trained 31580
2023-10-04 08:59:03,237 INFO     Training iteration 152
2023-10-04 08:59:10,165 INFO     Iteration 152 finished in 6.926996946334839s, # of env_steps trained 31790
2023-10-04 08:59:10,176 INFO     Training iteration 153
2023-10-04 08:59:17,098 INFO     Iteration 153 finished in 6.921023607254028s, # of env_steps trained 32000
2023-10-04 08:59:17,107 INFO     Training iteration 154
2023-10-04 08:59:24,053 INFO     Iteration 154 finished in 6.9439990520477295s, # of env_steps trained 32210
2023-10-04 08:59:24,066 INFO     Training iteration 155
2023-10-04 08:59:31,116 INFO     Iteration 155 finished in 6.96799898147583s, # of env_steps trained 32420
2023-10-04 08:59:31,132 INFO     Training iteration 156
2023-10-04 08:59:38,075 INFO     Iteration 156 finished in 6.94199538230896s, # of env_steps trained 32630
2023-10-04 08:59:38,085 INFO     Training iteration 157
2023-10-04 08:59:45,034 INFO     Iteration 157 finished in 6.948146820068359s, # of env_steps trained 32850
2023-10-04 08:59:45,044 INFO     Training iteration 158
2023-10-04 08:59:52,020 INFO     Iteration 158 finished in 6.975000381469727s, # of env_steps trained 33060
2023-10-04 08:59:52,029 INFO     Training iteration 159
2023-10-04 08:59:59,015 INFO     Iteration 159 finished in 6.983999729156494s, # of env_steps trained 33270
2023-10-04 08:59:59,028 INFO     Training iteration 160
2023-10-04 09:00:05,967 INFO     Iteration 160 finished in 6.937990427017212s, # of env_steps trained 33480
2023-10-04 09:00:05,980 INFO     Training iteration 161
2023-10-04 09:00:12,937 INFO     Iteration 161 finished in 6.954999685287476s, # of env_steps trained 33690
2023-10-04 09:00:12,946 INFO     Training iteration 162
2023-10-04 09:00:19,928 INFO     Iteration 162 finished in 6.981000185012817s, # of env_steps trained 33900
2023-10-04 09:00:19,937 INFO     Training iteration 163
2023-10-04 09:00:26,920 INFO     Iteration 163 finished in 6.9810004234313965s, # of env_steps trained 34110
2023-10-04 09:00:26,933 INFO     Training iteration 164
2023-10-04 09:00:33,913 INFO     Iteration 164 finished in 6.979000568389893s, # of env_steps trained 34320
2023-10-04 09:00:33,925 INFO     Training iteration 165
2023-10-04 09:00:40,907 INFO     Iteration 165 finished in 6.981000185012817s, # of env_steps trained 34530
2023-10-04 09:00:40,919 INFO     Training iteration 166
2023-10-04 09:00:47,907 INFO     Iteration 166 finished in 6.985997915267944s, # of env_steps trained 34740
2023-10-04 09:00:48,023 INFO     Training iteration 167
2023-10-04 09:00:54,998 INFO     Iteration 167 finished in 6.973998308181763s, # of env_steps trained 34960
2023-10-04 09:00:55,012 INFO     Training iteration 168
2023-10-04 09:01:01,989 INFO     Iteration 168 finished in 6.976171970367432s, # of env_steps trained 35170
2023-10-04 09:01:02,001 INFO     Training iteration 169
2023-10-04 09:01:08,984 INFO     Iteration 169 finished in 6.980996370315552s, # of env_steps trained 35380
2023-10-04 09:01:08,994 INFO     Training iteration 170
2023-10-04 09:01:15,942 INFO     Iteration 170 finished in 6.946999549865723s, # of env_steps trained 35590
